"#","Date Time, GMT+02:00","Volt, V (LGR S/N: 21140561, SEN S/N: 21140561, LBL: DR1_Port1)","DR1_Port1_Data, Micrometer (LGR S/N: 21140561)"
8922,04/18/22 02:41:00 PM,1.39567,6140.95
8923,04/18/22 02:42:00 PM,1.39567,6140.95
8924,04/18/22 02:43:00 PM,1.39567,6140.95
8925,04/18/22 02:44:00 PM,1.39567,6140.95
8926,04/18/22 02:45:00 PM,1.39567,6140.95
8927,04/18/22 02:46:00 PM,1.39570,6141.08
8928,04/18/22 02:47:00 PM,1.39567,6140.95
8929,04/18/22 02:48:00 PM,1.39567,6140.95
8930,04/18/22 02:49:00 PM,1.39567,6140.95
8931,04/18/22 02:50:00 PM,1.39567,6140.95
8932,04/18/22 02:51:00 PM,1.39567,6140.95
8933,04/18/22 02:52:00 PM,1.39567,6140.95
8934,04/18/22 02:53:00 PM,1.39567,6140.95
8935,04/18/22 02:54:00 PM,1.39567,6140.95
8936,04/18/22 02:55:00 PM,1.39567,6140.95
8937,04/18/22 02:56:00 PM,1.39567,6140.95
8938,04/18/22 02:57:00 PM,1.39567,6140.95
8939,04/18/22 02:58:00 PM,1.39567,6140.95
8940,04/18/22 02:59:00 PM,1.39567,6140.95
8941,04/18/22 03:00:00 PM,1.39567,6140.95
8942,04/18/22 03:01:00 PM,1.39567,6140.95
8943,04/18/22 03:02:00 PM,1.39567,6140.95
8944,04/18/22 03:03:00 PM,1.39567,6140.95
8945,04/18/22 03:04:00 PM,1.39567,6140.95
8946,04/18/22 03:05:00 PM,1.39567,6140.95
8947,04/18/22 03:06:00 PM,1.39567,6140.95
8948,04/18/22 03:07:00 PM,1.39567,6140.95
8949,04/18/22 03:08:00 PM,1.39567,6140.95
8950,04/18/22 03:09:00 PM,1.39567,6140.95
8951,04/18/22 03:10:00 PM,1.39567,6140.95
8952,04/18/22 03:11:00 PM,1.39567,6140.95
8953,04/18/22 03:12:00 PM,1.39567,6140.95
8954,04/18/22 03:13:00 PM,1.39567,6140.95
8955,04/18/22 03:14:00 PM,1.39567,6140.95
8956,04/18/22 03:15:00 PM,1.39567,6140.95
8957,04/18/22 03:16:00 PM,1.39567,6140.95
8958,04/18/22 03:17:00 PM,1.39567,6140.95
8959,04/18/22 03:18:00 PM,1.39567,6140.95
8960,04/18/22 03:19:00 PM,1.39567,6140.95
8961,04/18/22 03:20:00 PM,1.39567,6140.95
8962,04/18/22 03:21:00 PM,1.39567,6140.95
8963,04/18/22 03:22:00 PM,1.39567,6140.95
8964,04/18/22 03:23:00 PM,1.39563,6140.77
8965,04/18/22 03:24:00 PM,1.39567,6140.95
8966,04/18/22 03:25:00 PM,1.39567,6140.95
8967,04/18/22 03:26:00 PM,1.39563,6140.77
8968,04/18/22 03:27:00 PM,1.39563,6140.77
8969,04/18/22 03:28:00 PM,1.39567,6140.95
8970,04/18/22 03:29:00 PM,1.39567,6140.95
8971,04/18/22 03:30:00 PM,1.39567,6140.95
8972,04/18/22 03:31:00 PM,1.39567,6140.95
8973,04/18/22 03:32:00 PM,1.39567,6140.95
8974,04/18/22 03:33:00 PM,1.39563,6140.77
8975,04/18/22 03:34:00 PM,1.39567,6140.95
8976,04/18/22 03:35:00 PM,1.39567,6140.95
8977,04/18/22 03:36:00 PM,1.39563,6140.77
8978,04/18/22 03:37:00 PM,1.39567,6140.95
8979,04/18/22 03:38:00 PM,1.39563,6140.77
8980,04/18/22 03:39:00 PM,1.39563,6140.77
8981,04/18/22 03:40:00 PM,1.39563,6140.77
8982,04/18/22 03:41:00 PM,1.39563,6140.77
8983,04/18/22 03:42:00 PM,1.39563,6140.77
8984,04/18/22 03:43:00 PM,1.39563,6140.77
8985,04/18/22 03:44:00 PM,1.39563,6140.77
8986,04/18/22 03:45:00 PM,1.39563,6140.77
8987,04/18/22 03:46:00 PM,1.39563,6140.77
8988,04/18/22 03:47:00 PM,1.39563,6140.77
8989,04/18/22 03:48:00 PM,1.39563,6140.77
8990,04/18/22 03:49:00 PM,1.39563,6140.77
8991,04/18/22 03:50:00 PM,1.39563,6140.77
8992,04/18/22 03:51:00 PM,1.39563,6140.77
8993,04/18/22 03:52:00 PM,1.39563,6140.77
8994,04/18/22 03:53:00 PM,1.39563,6140.77
8995,04/18/22 03:54:00 PM,1.39563,6140.77
8996,04/18/22 03:55:00 PM,1.39563,6140.77
8997,04/18/22 03:56:00 PM,1.39563,6140.77
8998,04/18/22 03:57:00 PM,1.39563,6140.77
8999,04/18/22 03:58:00 PM,1.39563,6140.77
9000,04/18/22 03:59:00 PM,1.39563,6140.77
9001,04/18/22 04:00:00 PM,1.39563,6140.77
9002,04/18/22 04:01:00 PM,1.39563,6140.77
9003,04/18/22 04:02:00 PM,1.39563,6140.77
9004,04/18/22 04:03:00 PM,1.39563,6140.77
9005,04/18/22 04:04:00 PM,1.39563,6140.77
9006,04/18/22 04:05:00 PM,1.39563,6140.77
9007,04/18/22 04:06:00 PM,1.39563,6140.77
9008,04/18/22 04:07:00 PM,1.39563,6140.77
9009,04/18/22 04:08:00 PM,1.39563,6140.77
9010,04/18/22 04:09:00 PM,1.39563,6140.77
9011,04/18/22 04:10:00 PM,1.39563,6140.77
9012,04/18/22 04:11:00 PM,1.39563,6140.77
9013,04/18/22 04:12:00 PM,1.39563,6140.77
9014,04/18/22 04:13:00 PM,1.39563,6140.77
9015,04/18/22 04:14:00 PM,1.39563,6140.77
9016,04/18/22 04:15:00 PM,1.39563,6140.77
9017,04/18/22 04:16:00 PM,1.39563,6140.77
9018,04/18/22 04:17:00 PM,1.39563,6140.77
9019,04/18/22 04:18:00 PM,1.39563,6140.77
9020,04/18/22 04:19:00 PM,1.39563,6140.77
9021,04/18/22 04:20:00 PM,1.39563,6140.77
9022,04/18/22 04:21:00 PM,1.39563,6140.77
9023,04/18/22 04:22:00 PM,1.39563,6140.77
9024,04/18/22 04:23:00 PM,1.39563,6140.77
9025,04/18/22 04:24:00 PM,1.39563,6140.77
9026,04/18/22 04:25:00 PM,1.39563,6140.77
9027,04/18/22 04:26:00 PM,1.39563,6140.77
9028,04/18/22 04:27:00 PM,1.39563,6140.77
9029,04/18/22 04:28:00 PM,1.39563,6140.77
9030,04/18/22 04:29:00 PM,1.39563,6140.77
9031,04/18/22 04:30:00 PM,1.39563,6140.77
9032,04/18/22 04:31:00 PM,1.39563,6140.77
9033,04/18/22 04:32:00 PM,1.39563,6140.77
9034,04/18/22 04:33:00 PM,1.39563,6140.77
9035,04/18/22 04:34:00 PM,1.39563,6140.77
9036,04/18/22 04:35:00 PM,1.39563,6140.77
9037,04/18/22 04:36:00 PM,1.39563,6140.77
9038,04/18/22 04:37:00 PM,1.39563,6140.77
9039,04/18/22 04:38:00 PM,1.39563,6140.77
9040,04/18/22 04:39:00 PM,1.39563,6140.77
9041,04/18/22 04:40:00 PM,1.39563,6140.77
9042,04/18/22 04:41:00 PM,1.39563,6140.77
9043,04/18/22 04:42:00 PM,1.39563,6140.77
9044,04/18/22 04:43:00 PM,1.39563,6140.77
9045,04/18/22 04:44:00 PM,1.39563,6140.77
9046,04/18/22 04:45:00 PM,1.39563,6140.77
9047,04/18/22 04:46:00 PM,1.39563,6140.77
9048,04/18/22 04:47:00 PM,1.39563,6140.77
9049,04/18/22 04:48:00 PM,1.39563,6140.77
9050,04/18/22 04:49:00 PM,1.39563,6140.77
9051,04/18/22 04:50:00 PM,1.39563,6140.77
9052,04/18/22 04:51:00 PM,1.39563,6140.77
9053,04/18/22 04:52:00 PM,1.39563,6140.77
9054,04/18/22 04:53:00 PM,1.39563,6140.77
9055,04/18/22 04:54:00 PM,1.39563,6140.77
9056,04/18/22 04:55:00 PM,1.39563,6140.77
9057,04/18/22 04:56:00 PM,1.39563,6140.77
9058,04/18/22 04:57:00 PM,1.39563,6140.77
9059,04/18/22 04:58:00 PM,1.39563,6140.77
9060,04/18/22 04:59:00 PM,1.39563,6140.77
9061,04/18/22 05:00:00 PM,1.39563,6140.77
9062,04/18/22 05:01:00 PM,1.39563,6140.77
9063,04/18/22 05:02:00 PM,1.39563,6140.77
9064,04/18/22 05:03:00 PM,1.39563,6140.77
9065,04/18/22 05:04:00 PM,1.39563,6140.77
9066,04/18/22 05:05:00 PM,1.39563,6140.77
9067,04/18/22 05:06:00 PM,1.39563,6140.77
9068,04/18/22 05:07:00 PM,1.39563,6140.77
9069,04/18/22 05:08:00 PM,1.39563,6140.77
9070,04/18/22 05:09:00 PM,1.39563,6140.77
9071,04/18/22 05:10:00 PM,1.39563,6140.77
9072,04/18/22 05:11:00 PM,1.39563,6140.77
9073,04/18/22 05:12:00 PM,1.39563,6140.77
9074,04/18/22 05:13:00 PM,1.39563,6140.77
9075,04/18/22 05:14:00 PM,1.39563,6140.77
9076,04/18/22 05:15:00 PM,1.39563,6140.77
9077,04/18/22 05:16:00 PM,1.39563,6140.77
9078,04/18/22 05:17:00 PM,1.39563,6140.77
9079,04/18/22 05:18:00 PM,1.39563,6140.77
9080,04/18/22 05:19:00 PM,1.39563,6140.77
9081,04/18/22 05:20:00 PM,1.39563,6140.77
9082,04/18/22 05:21:00 PM,1.39563,6140.77
9083,04/18/22 05:22:00 PM,1.39563,6140.77
9084,04/18/22 05:23:00 PM,1.39563,6140.77
9085,04/18/22 05:24:00 PM,1.39563,6140.77
9086,04/18/22 05:25:00 PM,1.39563,6140.77
9087,04/18/22 05:26:00 PM,1.39563,6140.77
9088,04/18/22 05:27:00 PM,1.39563,6140.77
9089,04/18/22 05:28:00 PM,1.39563,6140.77
9090,04/18/22 05:29:00 PM,1.39563,6140.77
9091,04/18/22 05:30:00 PM,1.39563,6140.77
9092,04/18/22 05:31:00 PM,1.39563,6140.77
9093,04/18/22 05:32:00 PM,1.39563,6140.77
9094,04/18/22 05:33:00 PM,1.39563,6140.77
9095,04/18/22 05:34:00 PM,1.39563,6140.77
9096,04/18/22 05:35:00 PM,1.39563,6140.77
9097,04/18/22 05:36:00 PM,1.39563,6140.77
9098,04/18/22 05:37:00 PM,1.39563,6140.77
9099,04/18/22 05:38:00 PM,1.39563,6140.77
9100,04/18/22 05:39:00 PM,1.39563,6140.77
9101,04/18/22 05:40:00 PM,1.39563,6140.77
9102,04/18/22 05:41:00 PM,1.39563,6140.77
9103,04/18/22 05:42:00 PM,1.39563,6140.77
9104,04/18/22 05:43:00 PM,1.39563,6140.77
9105,04/18/22 05:44:00 PM,1.39563,6140.77
9106,04/18/22 05:45:00 PM,1.39563,6140.77
9107,04/18/22 05:46:00 PM,1.39563,6140.77
9108,04/18/22 05:47:00 PM,1.39563,6140.77
9109,04/18/22 05:48:00 PM,1.39563,6140.77
9110,04/18/22 05:49:00 PM,1.39563,6140.77
9111,04/18/22 05:50:00 PM,1.39563,6140.77
9112,04/18/22 05:51:00 PM,1.39563,6140.77
9113,04/18/22 05:52:00 PM,1.39563,6140.77
9114,04/18/22 05:53:00 PM,1.39563,6140.77
9115,04/18/22 05:54:00 PM,1.39563,6140.77
9116,04/18/22 05:55:00 PM,1.39563,6140.77
9117,04/18/22 05:56:00 PM,1.39563,6140.77
9118,04/18/22 05:57:00 PM,1.39563,6140.77
9119,04/18/22 05:58:00 PM,1.39563,6140.77
9120,04/18/22 05:59:00 PM,1.39563,6140.77
9121,04/18/22 06:00:00 PM,1.39563,6140.77
9122,04/18/22 06:01:00 PM,1.39563,6140.77
9123,04/18/22 06:02:00 PM,1.39563,6140.77
9124,04/18/22 06:03:00 PM,1.39563,6140.77
9125,04/18/22 06:04:00 PM,1.39563,6140.77
9126,04/18/22 06:05:00 PM,1.39563,6140.77
9127,04/18/22 06:06:00 PM,1.39563,6140.77
9128,04/18/22 06:07:00 PM,1.39563,6140.77
9129,04/18/22 06:08:00 PM,1.39563,6140.77
9130,04/18/22 06:09:00 PM,1.39563,6140.77
9131,04/18/22 06:10:00 PM,1.39563,6140.77
9132,04/18/22 06:11:00 PM,1.39563,6140.77
9133,04/18/22 06:12:00 PM,1.39563,6140.77
9134,04/18/22 06:13:00 PM,1.39563,6140.77
9135,04/18/22 06:14:00 PM,1.39563,6140.77
9136,04/18/22 06:15:00 PM,1.39563,6140.77
9137,04/18/22 06:16:00 PM,1.39563,6140.77
9138,04/18/22 06:17:00 PM,1.39563,6140.77
9139,04/18/22 06:18:00 PM,1.39563,6140.77
9140,04/18/22 06:19:00 PM,1.39563,6140.77
9141,04/18/22 06:20:00 PM,1.39563,6140.77
9142,04/18/22 06:21:00 PM,1.39563,6140.77
9143,04/18/22 06:22:00 PM,1.39563,6140.77
9144,04/18/22 06:23:00 PM,1.39563,6140.77
9145,04/18/22 06:24:00 PM,1.39563,6140.77
9146,04/18/22 06:25:00 PM,1.39563,6140.77
9147,04/18/22 06:26:00 PM,1.39563,6140.77
9148,04/18/22 06:27:00 PM,1.39563,6140.77
9149,04/18/22 06:28:00 PM,1.39563,6140.77
9150,04/18/22 06:29:00 PM,1.39563,6140.77
9151,04/18/22 06:30:00 PM,1.39563,6140.77
9152,04/18/22 06:31:00 PM,1.39563,6140.77
9153,04/18/22 06:32:00 PM,1.39563,6140.77
9154,04/18/22 06:33:00 PM,1.39563,6140.77
9155,04/18/22 06:34:00 PM,1.39563,6140.77
9156,04/18/22 06:35:00 PM,1.39563,6140.77
9157,04/18/22 06:36:00 PM,1.39563,6140.77
9158,04/18/22 06:37:00 PM,1.39563,6140.77
9159,04/18/22 06:38:00 PM,1.39563,6140.77
9160,04/18/22 06:39:00 PM,1.39563,6140.77
9161,04/18/22 06:40:00 PM,1.39563,6140.77
9162,04/18/22 06:41:00 PM,1.39563,6140.77
9163,04/18/22 06:42:00 PM,1.39563,6140.77
9164,04/18/22 06:43:00 PM,1.39563,6140.77
9165,04/18/22 06:44:00 PM,1.39563,6140.77
9166,04/18/22 06:45:00 PM,1.39563,6140.77
9167,04/18/22 06:46:00 PM,1.39563,6140.77
9168,04/18/22 06:47:00 PM,1.39563,6140.77
9169,04/18/22 06:48:00 PM,1.39563,6140.77
9170,04/18/22 06:49:00 PM,1.39563,6140.77
9171,04/18/22 06:50:00 PM,1.39563,6140.77
9172,04/18/22 06:51:00 PM,1.39563,6140.77
9173,04/18/22 06:52:00 PM,1.39563,6140.77
9174,04/18/22 06:53:00 PM,1.39563,6140.77
9175,04/18/22 06:54:00 PM,1.39563,6140.77
9176,04/18/22 06:55:00 PM,1.39563,6140.77
9177,04/18/22 06:56:00 PM,1.39563,6140.77
9178,04/18/22 06:57:00 PM,1.39563,6140.77
9179,04/18/22 06:58:00 PM,1.39563,6140.77
9180,04/18/22 06:59:00 PM,1.39563,6140.77
9181,04/18/22 07:00:00 PM,1.39563,6140.77
9182,04/18/22 07:01:00 PM,1.39563,6140.77
9183,04/18/22 07:02:00 PM,1.39563,6140.77
9184,04/18/22 07:03:00 PM,1.39563,6140.77
9185,04/18/22 07:04:00 PM,1.39563,6140.77
9186,04/18/22 07:05:00 PM,1.39563,6140.77
9187,04/18/22 07:06:00 PM,1.39563,6140.77
9188,04/18/22 07:07:00 PM,1.39563,6140.77
9189,04/18/22 07:08:00 PM,1.39563,6140.77
9190,04/18/22 07:09:00 PM,1.39563,6140.77
9191,04/18/22 07:10:00 PM,1.39563,6140.77
9192,04/18/22 07:11:00 PM,1.39563,6140.77
9193,04/18/22 07:12:00 PM,1.39563,6140.77
9194,04/18/22 07:13:00 PM,1.39563,6140.77
9195,04/18/22 07:14:00 PM,1.39563,6140.77
9196,04/18/22 07:15:00 PM,1.39563,6140.77
9197,04/18/22 07:16:00 PM,1.39563,6140.77
9198,04/18/22 07:17:00 PM,1.39563,6140.77
9199,04/18/22 07:18:00 PM,1.39563,6140.77
9200,04/18/22 07:19:00 PM,1.39563,6140.77
9201,04/18/22 07:20:00 PM,1.39563,6140.77
9202,04/18/22 07:21:00 PM,1.39563,6140.77
9203,04/18/22 07:22:00 PM,1.39563,6140.77
9204,04/18/22 07:23:00 PM,1.39563,6140.77
9205,04/18/22 07:24:00 PM,1.39563,6140.77
9206,04/18/22 07:25:00 PM,1.39563,6140.77
9207,04/18/22 07:26:00 PM,1.39563,6140.77
9208,04/18/22 07:27:00 PM,1.39563,6140.77
9209,04/18/22 07:28:00 PM,1.39563,6140.77
9210,04/18/22 07:29:00 PM,1.39563,6140.77
9211,04/18/22 07:30:00 PM,1.39563,6140.77
9212,04/18/22 07:31:00 PM,1.39563,6140.77
9213,04/18/22 07:32:00 PM,1.39563,6140.77
9214,04/18/22 07:33:00 PM,1.39563,6140.77
9215,04/18/22 07:34:00 PM,1.39563,6140.77
9216,04/18/22 07:35:00 PM,1.39563,6140.77
9217,04/18/22 07:36:00 PM,1.39563,6140.77
9218,04/18/22 07:37:00 PM,1.39563,6140.77
9219,04/18/22 07:38:00 PM,1.39563,6140.77
9220,04/18/22 07:39:00 PM,1.39563,6140.77
9221,04/18/22 07:40:00 PM,1.39563,6140.77
9222,04/18/22 07:41:00 PM,1.39563,6140.77
9223,04/18/22 07:42:00 PM,1.39563,6140.77
9224,04/18/22 07:43:00 PM,1.39563,6140.77
9225,04/18/22 07:44:00 PM,1.39563,6140.77
9226,04/18/22 07:45:00 PM,1.39563,6140.77
9227,04/18/22 07:46:00 PM,1.39563,6140.77
9228,04/18/22 07:47:00 PM,1.39563,6140.77
9229,04/18/22 07:48:00 PM,1.39563,6140.77
9230,04/18/22 07:49:00 PM,1.39563,6140.77
9231,04/18/22 07:50:00 PM,1.39563,6140.77
9232,04/18/22 07:51:00 PM,1.39563,6140.77
9233,04/18/22 07:52:00 PM,1.39563,6140.77
9234,04/18/22 07:53:00 PM,1.39563,6140.77
9235,04/18/22 07:54:00 PM,1.39563,6140.77
9236,04/18/22 07:55:00 PM,1.39563,6140.77
9237,04/18/22 07:56:00 PM,1.39563,6140.77
9238,04/18/22 07:57:00 PM,1.39563,6140.77
9239,04/18/22 07:58:00 PM,1.39563,6140.77
9240,04/18/22 07:59:00 PM,1.39563,6140.77
9241,04/18/22 08:00:00 PM,1.39563,6140.77
9242,04/18/22 08:01:00 PM,1.39563,6140.77
9243,04/18/22 08:02:00 PM,1.39563,6140.77
9244,04/18/22 08:03:00 PM,1.39563,6140.77
9245,04/18/22 08:04:00 PM,1.39563,6140.77
9246,04/18/22 08:05:00 PM,1.39563,6140.77
9247,04/18/22 08:06:00 PM,1.39563,6140.77
9248,04/18/22 08:07:00 PM,1.39563,6140.77
9249,04/18/22 08:08:00 PM,1.39563,6140.77
9250,04/18/22 08:09:00 PM,1.39563,6140.77
9251,04/18/22 08:10:00 PM,1.39563,6140.77
9252,04/18/22 08:11:00 PM,1.39563,6140.77
9253,04/18/22 08:12:00 PM,1.39563,6140.77
9254,04/18/22 08:13:00 PM,1.39563,6140.77
9255,04/18/22 08:14:00 PM,1.39563,6140.77
9256,04/18/22 08:15:00 PM,1.39563,6140.77
9257,04/18/22 08:16:00 PM,1.39563,6140.77
9258,04/18/22 08:17:00 PM,1.39563,6140.77
9259,04/18/22 08:18:00 PM,1.39563,6140.77
9260,04/18/22 08:19:00 PM,1.39563,6140.77
9261,04/18/22 08:20:00 PM,1.39563,6140.77
9262,04/18/22 08:21:00 PM,1.39563,6140.77
9263,04/18/22 08:22:00 PM,1.39563,6140.77
9264,04/18/22 08:23:00 PM,1.39563,6140.77
9265,04/18/22 08:24:00 PM,1.39563,6140.77
9266,04/18/22 08:25:00 PM,1.39563,6140.77
9267,04/18/22 08:26:00 PM,1.39563,6140.77
9268,04/18/22 08:27:00 PM,1.39563,6140.77
9269,04/18/22 08:28:00 PM,1.39563,6140.77
9270,04/18/22 08:29:00 PM,1.39563,6140.77
9271,04/18/22 08:30:00 PM,1.39563,6140.77
9272,04/18/22 08:31:00 PM,1.39563,6140.77
9273,04/18/22 08:32:00 PM,1.39563,6140.77
9274,04/18/22 08:33:00 PM,1.39563,6140.77
9275,04/18/22 08:34:00 PM,1.39563,6140.77
9276,04/18/22 08:35:00 PM,1.39563,6140.77
9277,04/18/22 08:36:00 PM,1.39563,6140.77
9278,04/18/22 08:37:00 PM,1.39563,6140.77
9279,04/18/22 08:38:00 PM,1.39563,6140.77
9280,04/18/22 08:39:00 PM,1.39563,6140.77
9281,04/18/22 08:40:00 PM,1.39563,6140.77
9282,04/18/22 08:41:00 PM,1.39563,6140.77
9283,04/18/22 08:42:00 PM,1.39563,6140.77
9284,04/18/22 08:43:00 PM,1.39563,6140.77
9285,04/18/22 08:44:00 PM,1.39563,6140.77
9286,04/18/22 08:45:00 PM,1.39563,6140.77
9287,04/18/22 08:46:00 PM,1.39563,6140.77
9288,04/18/22 08:47:00 PM,1.39563,6140.77
9289,04/18/22 08:48:00 PM,1.39563,6140.77
9290,04/18/22 08:49:00 PM,1.39563,6140.77
9291,04/18/22 08:50:00 PM,1.39563,6140.77
9292,04/18/22 08:51:00 PM,1.39563,6140.77
9293,04/18/22 08:52:00 PM,1.39563,6140.77
9294,04/18/22 08:53:00 PM,1.39563,6140.77
9295,04/18/22 08:54:00 PM,1.39563,6140.77
9296,04/18/22 08:55:00 PM,1.39563,6140.77
9297,04/18/22 08:56:00 PM,1.39563,6140.77
9298,04/18/22 08:57:00 PM,1.39563,6140.77
9299,04/18/22 08:58:00 PM,1.39563,6140.77
9300,04/18/22 08:59:00 PM,1.39563,6140.77
9301,04/18/22 09:00:00 PM,1.39563,6140.77
9302,04/18/22 09:01:00 PM,1.39563,6140.77
9303,04/18/22 09:02:00 PM,1.39563,6140.77
9304,04/18/22 09:03:00 PM,1.39563,6140.77
9305,04/18/22 09:04:00 PM,1.39563,6140.77
9306,04/18/22 09:05:00 PM,1.39563,6140.77
9307,04/18/22 09:06:00 PM,1.39563,6140.77
9308,04/18/22 09:07:00 PM,1.39563,6140.77
9309,04/18/22 09:08:00 PM,1.39563,6140.77
9310,04/18/22 09:09:00 PM,1.39563,6140.77
9311,04/18/22 09:10:00 PM,1.39563,6140.77
9312,04/18/22 09:11:00 PM,1.39563,6140.77
9313,04/18/22 09:12:00 PM,1.39563,6140.77
9314,04/18/22 09:13:00 PM,1.39563,6140.77
9315,04/18/22 09:14:00 PM,1.39563,6140.77
9316,04/18/22 09:15:00 PM,1.39563,6140.77
9317,04/18/22 09:16:00 PM,1.39563,6140.77
9318,04/18/22 09:17:00 PM,1.39563,6140.77
9319,04/18/22 09:18:00 PM,1.39563,6140.77
9320,04/18/22 09:19:00 PM,1.39563,6140.77
9321,04/18/22 09:20:00 PM,1.39563,6140.77
9322,04/18/22 09:21:00 PM,1.39563,6140.77
9323,04/18/22 09:22:00 PM,1.39563,6140.77
9324,04/18/22 09:23:00 PM,1.39563,6140.77
9325,04/18/22 09:24:00 PM,1.39563,6140.77
9326,04/18/22 09:25:00 PM,1.39563,6140.77
9327,04/18/22 09:26:00 PM,1.39563,6140.77
9328,04/18/22 09:27:00 PM,1.39563,6140.77
9329,04/18/22 09:28:00 PM,1.39563,6140.77
9330,04/18/22 09:29:00 PM,1.39563,6140.77
9331,04/18/22 09:30:00 PM,1.39563,6140.77
9332,04/18/22 09:31:00 PM,1.39563,6140.77
9333,04/18/22 09:32:00 PM,1.39563,6140.77
9334,04/18/22 09:33:00 PM,1.39563,6140.77
9335,04/18/22 09:34:00 PM,1.39563,6140.77
9336,04/18/22 09:35:00 PM,1.39563,6140.77
9337,04/18/22 09:36:00 PM,1.39563,6140.77
9338,04/18/22 09:37:00 PM,1.39563,6140.77
9339,04/18/22 09:38:00 PM,1.39563,6140.77
9340,04/18/22 09:39:00 PM,1.39563,6140.77
9341,04/18/22 09:40:00 PM,1.39563,6140.77
9342,04/18/22 09:41:00 PM,1.39563,6140.77
9343,04/18/22 09:42:00 PM,1.39563,6140.77
9344,04/18/22 09:43:00 PM,1.39563,6140.77
9345,04/18/22 09:44:00 PM,1.39563,6140.77
9346,04/18/22 09:45:00 PM,1.39563,6140.77
9347,04/18/22 09:46:00 PM,1.39563,6140.77
9348,04/18/22 09:47:00 PM,1.39563,6140.77
9349,04/18/22 09:48:00 PM,1.39563,6140.77
9350,04/18/22 09:49:00 PM,1.39563,6140.77
9351,04/18/22 09:50:00 PM,1.39563,6140.77
9352,04/18/22 09:51:00 PM,1.39563,6140.77
9353,04/18/22 09:52:00 PM,1.39563,6140.77
9354,04/18/22 09:53:00 PM,1.39563,6140.77
9355,04/18/22 09:54:00 PM,1.39563,6140.77
9356,04/18/22 09:55:00 PM,1.39563,6140.77
9357,04/18/22 09:56:00 PM,1.39563,6140.77
9358,04/18/22 09:57:00 PM,1.39563,6140.77
9359,04/18/22 09:58:00 PM,1.39563,6140.77
9360,04/18/22 09:59:00 PM,1.39563,6140.77
9361,04/18/22 10:00:00 PM,1.39563,6140.77
9362,04/18/22 10:01:00 PM,1.39563,6140.77
9363,04/18/22 10:02:00 PM,1.39563,6140.77
9364,04/18/22 10:03:00 PM,1.39563,6140.77
9365,04/18/22 10:04:00 PM,1.39563,6140.77
9366,04/18/22 10:05:00 PM,1.39563,6140.77
9367,04/18/22 10:06:00 PM,1.39563,6140.77
9368,04/18/22 10:07:00 PM,1.39563,6140.77
9369,04/18/22 10:08:00 PM,1.39563,6140.77
9370,04/18/22 10:09:00 PM,1.39563,6140.77
9371,04/18/22 10:10:00 PM,1.39563,6140.77
9372,04/18/22 10:11:00 PM,1.39563,6140.77
9373,04/18/22 10:12:00 PM,1.39563,6140.77
9374,04/18/22 10:13:00 PM,1.39563,6140.77
9375,04/18/22 10:14:00 PM,1.39563,6140.77
9376,04/18/22 10:15:00 PM,1.39563,6140.77
9377,04/18/22 10:16:00 PM,1.39563,6140.77
9378,04/18/22 10:17:00 PM,1.39563,6140.77
9379,04/18/22 10:18:00 PM,1.39563,6140.77
9380,04/18/22 10:19:00 PM,1.39563,6140.77
9381,04/18/22 10:20:00 PM,1.39563,6140.77
9382,04/18/22 10:21:00 PM,1.39563,6140.77
9383,04/18/22 10:22:00 PM,1.39563,6140.77
9384,04/18/22 10:23:00 PM,1.39563,6140.77
9385,04/18/22 10:24:00 PM,1.39563,6140.77
9386,04/18/22 10:25:00 PM,1.39563,6140.77
9387,04/18/22 10:26:00 PM,1.39563,6140.77
9388,04/18/22 10:27:00 PM,1.39563,6140.77
9389,04/18/22 10:28:00 PM,1.39563,6140.77
9390,04/18/22 10:29:00 PM,1.39563,6140.77
9391,04/18/22 10:30:00 PM,1.39563,6140.77
9392,04/18/22 10:31:00 PM,1.39563,6140.77
9393,04/18/22 10:32:00 PM,1.39563,6140.77
9394,04/18/22 10:33:00 PM,1.39563,6140.77
9395,04/18/22 10:34:00 PM,1.39563,6140.77
9396,04/18/22 10:35:00 PM,1.39563,6140.77
9397,04/18/22 10:36:00 PM,1.39563,6140.77
9398,04/18/22 10:37:00 PM,1.39563,6140.77
9399,04/18/22 10:38:00 PM,1.39563,6140.77
9400,04/18/22 10:39:00 PM,1.39563,6140.77
9401,04/18/22 10:40:00 PM,1.39563,6140.77
9402,04/18/22 10:41:00 PM,1.39563,6140.77
9403,04/18/22 10:42:00 PM,1.39563,6140.77
9404,04/18/22 10:43:00 PM,1.39563,6140.77
9405,04/18/22 10:44:00 PM,1.39563,6140.77
9406,04/18/22 10:45:00 PM,1.39563,6140.77
9407,04/18/22 10:46:00 PM,1.39563,6140.77
9408,04/18/22 10:47:00 PM,1.39563,6140.77
9409,04/18/22 10:48:00 PM,1.39563,6140.77
9410,04/18/22 10:49:00 PM,1.39567,6140.95
9411,04/18/22 10:50:00 PM,1.39563,6140.77
9412,04/18/22 10:51:00 PM,1.39563,6140.77
9413,04/18/22 10:52:00 PM,1.39563,6140.77
9414,04/18/22 10:53:00 PM,1.39567,6140.95
9415,04/18/22 10:54:00 PM,1.39563,6140.77
9416,04/18/22 10:55:00 PM,1.39567,6140.95
9417,04/18/22 10:56:00 PM,1.39567,6140.95
